client_id,segment,neighbourhood,owner_age_band,household,tech_comfort,budget_sensitivity,channel_preference,pets,n_pets,services_used,visits_last_2y,last_visit,satisfaction_prior
MVC-C281,anxious_first_timer,Clonskeagh,30-44,family_with_kids,high,medium,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 4.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-026|MVC-032|MVC-031|MVC-008|MVC-080|MVC-004,2,2026-07,3
MVC-C282,time_poor_professional,Ranelagh,30-44,family_with_kids,medium,low,phone,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 3.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-074|MVC-070|MVC-092|MVC-026|MVC-023,7,2026-05,4
MVC-C283,senior_pet,Ranelagh,45-59,single,medium,low,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 12.9, ""brachycephalic"": false, ""senior"": true}]",1,MVC-092|MVC-019|MVC-063,7,2026-06,3
MVC-C284,budget_stretched,Rathmines,45-59,shared_house,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Cavapoo"", ""age_years"": 8.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-026|MVC-028,3,2026-07,3
MVC-C285,anxious_first_timer,Rathgar,18-29,couple,medium,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 2.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-001|MVC-032|MVC-082|MVC-080|MVC-004|MVC-092,6,2026-03,4
MVC-C286,time_poor_professional,Rathmines,45-59,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 4.0, ""brachycephalic"": false, ""senior"": false}]",1,MVC-014|MVC-010|MVC-046|MVC-028,2,2026-07,4
MVC-C287,brachy_highrisk,Clonskeagh,30-44,single,medium,medium,web,"[{""species"": ""Dog"", ""breed"": ""Cavalier King Charles Spaniel"", ""age_years"": 9.3, ""brachycephalic"": true, ""senior"": true}]",1,MVC-092|MVC-065|MVC-008|MVC-088,12,2026-05,4
MVC-C288,brachy_highrisk,Rathmines,18-29,couple,high,low,walk-in,"[{""species"": ""Dog"", ""breed"": ""Bulldog"", ""age_years"": 2.7, ""brachycephalic"": true, ""senior"": false}]",1,MVC-050|MVC-010|MVC-008|MVC-065|MVC-056|MVC-060,4,2026-07,3
MVC-C289,senior_pet,Harold's Cross,30-44,couple,low,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 13.9, ""brachycephalic"": false, ""senior"": true}]",1,MVC-010|MVC-065|MVC-063|MVC-047|MVC-023,5,2026-05,4
MVC-C290,brachy_highrisk,Portobello,30-44,couple,high,medium,walk-in,"[{""species"": ""Dog"", ""breed"": ""Shih Tzu"", ""age_years"": 6.0, ""brachycephalic"": true, ""senior"": false}]",1,MVC-067|MVC-001|MVC-065,9,2026-06,4
MVC-C291,senior_pet,Dartry,45-59,single,high,medium,phone,"[{""species"": ""Rabbit"", ""breed"": ""Rescue rabbit"", ""age_years"": 13.7, ""brachycephalic"": false, ""senior"": true}]",1,MVC-036|MVC-087|MVC-006|MVC-016|MVC-003|MVC-025,11,2026-06,4
MVC-C292,lapsed,Clonskeagh,45-59,couple,medium,medium,web,"[{""species"": ""Bird"", ""breed"": ""Cockatiel"", ""age_years"": 7.7, ""brachycephalic"": false, ""senior"": true}]",1,MVC-007|MVC-084,1,2025-06,2
MVC-C293,time_poor_professional,Clonskeagh,30-44,family_with_kids,high,high,phone,"[{""species"": ""Dog"", ""breed"": ""Golden Retriever"", ""age_years"": 11.0, ""brachycephalic"": false, ""senior"": true}]",1,MVC-077|MVC-004|MVC-092|MVC-008|MVC-069|MVC-041,8,2026-04,3
MVC-C294,time_poor_professional,Portobello,60+,family_with_kids,low,medium,web,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 7.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-029|MVC-024,6,2026-04,5
MVC-C295,new_pet,Portobello,60+,family_with_kids,high,low,phone,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 0.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-092|MVC-056|MVC-023|MVC-008,2,2026-05,4
MVC-C296,budget_stretched,Ranelagh,30-44,couple,medium,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 1.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-026|MVC-004,7,2026-06,4
MVC-C297,senior_pet,Milltown,60+,single,low,high,phone,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 10.6, ""brachycephalic"": false, ""senior"": true}]",1,MVC-005|MVC-064|MVC-091|MVC-093|MVC-015|MVC-068,10,2026-07,5
MVC-C298,multi_pet,Portobello,45-59,couple,high,medium,phone,"[{""species"": ""Rabbit"", ""breed"": ""Mini Lop"", ""age_years"": 4.5, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 8.4, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Cat"", ""breed"": ""Domestic shorthair"", ""age_years"": 7.6, ""brachycephalic"": false, ""senior"": false}]",3,MVC-025|MVC-002,4,2026-05,5
MVC-C299,anxious_first_timer,Harold's Cross,45-59,family_with_kids,low,low,phone,"[{""species"": ""Dog"", ""breed"": ""Golden Retriever"", ""age_years"": 2.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-092|MVC-028|MVC-001|MVC-017,2,2026-04,4
MVC-C300,budget_stretched,Clonskeagh,30-44,couple,high,high,phone,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 10.8, ""brachycephalic"": false, ""senior"": true}]",1,MVC-015|MVC-024|MVC-011,6,2026-06,3
MVC-C301,brachy_highrisk,Milltown,30-44,family_with_kids,high,high,phone,"[{""species"": ""Dog"", ""breed"": ""Shih Tzu"", ""age_years"": 4.0, ""brachycephalic"": true, ""senior"": false}]",1,MVC-008|MVC-046|MVC-067|MVC-010|MVC-088|MVC-041,4,2026-05,5
MVC-C302,multi_pet,Rathgar,18-29,family_with_kids,high,medium,phone,"[{""species"": ""Rabbit"", ""breed"": ""Rescue rabbit"", ""age_years"": 5.8, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Cat"", ""breed"": ""Domestic shorthair"", ""age_years"": 9.4, ""brachycephalic"": false, ""senior"": true}]",2,MVC-005|MVC-044|MVC-018|MVC-027|MVC-076|MVC-078,6,2026-06,4
MVC-C303,budget_stretched,Donnybrook,60+,family_with_kids,high,high,walk-in,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 8.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-018|MVC-027|MVC-002|MVC-005,4,2026-07,2
MVC-C304,multi_pet,Rathmines,18-29,couple,medium,low,web,"[{""species"": ""Rabbit"", ""breed"": ""Rescue rabbit"", ""age_years"": 8.3, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 5.5, ""brachycephalic"": false, ""senior"": false}]",2,MVC-012|MVC-070|MVC-031|MVC-032,8,2026-04,4
MVC-C305,senior_pet,Milltown,30-44,single,high,high,web,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 15.1, ""brachycephalic"": false, ""senior"": true}]",1,MVC-065|MVC-023|MVC-019|MVC-092|MVC-090,6,2026-07,4
MVC-C306,multi_pet,Ranelagh,30-44,single,medium,low,web,"[{""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 2.7, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 10.7, ""brachycephalic"": false, ""senior"": true}]",2,MVC-024|MVC-016|MVC-012,7,2026-04,4
MVC-C307,budget_stretched,Ranelagh,18-29,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 2.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-008|MVC-001|MVC-010|MVC-085|MVC-092,2,2026-03,2
MVC-C308,multi_pet,Terenure,30-44,single,high,high,web,"[{""species"": ""Dog"", ""breed"": ""Golden Retriever"", ""age_years"": 8.3, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Mini Lop"", ""age_years"": 9.0, ""brachycephalic"": false, ""senior"": true}]",2,MVC-028|MVC-071,8,2026-07,5
MVC-C309,lapsed,Rathmines,30-44,family_with_kids,high,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 4.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-026|MVC-032|MVC-023|MVC-001|MVC-008,1,2025-04,2
MVC-C310,senior_pet,Ranelagh,30-44,couple,medium,low,phone,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 15.4, ""brachycephalic"": false, ""senior"": true}]",1,MVC-005|MVC-009|MVC-093,5,2026-07,4
MVC-C311,multi_pet,Ranelagh,30-44,single,medium,medium,web,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 4.0, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 9.3, ""brachycephalic"": false, ""senior"": true}]",2,MVC-077|MVC-079|MVC-031|MVC-032,8,2026-07,3
MVC-C312,multi_pet,Milltown,30-44,single,high,low,walk-in,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 7.3, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 6.3, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 1.6, ""brachycephalic"": false, ""senior"": false}]",3,MVC-015|MVC-048|MVC-027|MVC-033,2,2026-07,4
MVC-C313,new_pet,Rathgar,18-29,family_with_kids,medium,high,phone,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 1.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-035|MVC-057|MVC-009|MVC-015|MVC-033|MVC-029,5,2026-07,4
MVC-C314,budget_stretched,Rathmines,60+,family_with_kids,medium,high,walk-in,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 5.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-029|MVC-015|MVC-011|MVC-009,6,2026-06,2
MVC-C315,new_pet,Ranelagh,45-59,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Labrador"", ""age_years"": 1.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-031|MVC-034|MVC-028,4,2026-05,3
MVC-C316,budget_stretched,Dartry,18-29,shared_house,low,high,walk-in,"[{""species"": ""Cat"", ""breed"": ""Domestic shorthair"", ""age_years"": 8.8, ""brachycephalic"": false, ""senior"": false}]",1,MVC-002|MVC-009|MVC-015,7,2026-04,3
MVC-C317,senior_pet,Ranelagh,30-44,couple,medium,medium,walk-in,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 12.5, ""brachycephalic"": false, ""senior"": true}]",1,MVC-093|MVC-005|MVC-048,10,2026-07,3
MVC-C318,senior_pet,Dartry,30-44,couple,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 10.2, ""brachycephalic"": false, ""senior"": true}]",1,MVC-043|MVC-004|MVC-067|MVC-045,11,2026-05,5
MVC-C319,budget_stretched,Rathmines,18-29,couple,low,high,phone,"[{""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 5.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-087|MVC-030|MVC-025,2,2026-07,4
MVC-C320,multi_pet,Donnybrook,45-59,couple,medium,low,web,"[{""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 10.4, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 4.5, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 4.6, ""brachycephalic"": false, ""senior"": false}]",3,MVC-027|MVC-011|MVC-094|MVC-030|MVC-002,6,2026-03,4
MVC-C321,budget_stretched,Milltown,60+,shared_house,medium,high,web,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 8.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-018|MVC-033|MVC-024|MVC-089,6,2026-07,3
MVC-C322,new_pet,Donnybrook,60+,couple,medium,low,web,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 1.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-023|MVC-056|MVC-037,2,2026-06,4
MVC-C323,new_pet,Dartry,30-44,couple,medium,low,phone,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 0.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-020|MVC-009|MVC-022|MVC-038,6,2026-05,5
MVC-C324,budget_stretched,Ranelagh,30-44,single,medium,high,web,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 1.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-093|MVC-029|MVC-024|MVC-002,8,2026-04,3
MVC-C325,new_pet,Clonskeagh,60+,single,medium,medium,web,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 1.0, ""brachycephalic"": false, ""senior"": false}]",1,MVC-034|MVC-019,4,2026-06,5
MVC-C326,anxious_first_timer,Rathgar,45-59,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Springer Spaniel"", ""age_years"": 3.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-026|MVC-004|MVC-001,2,2026-04,3
MVC-C327,time_poor_professional,Ranelagh,18-29,family_with_kids,high,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 5.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-004|MVC-008|MVC-071|MVC-023|MVC-092,3,2026-07,3
MVC-C328,lapsed,Terenure,18-29,couple,medium,medium,phone,"[{""species"": ""Rabbit"", ""breed"": ""Mini Lop"", ""age_years"": 9.2, ""brachycephalic"": false, ""senior"": true}]",1,MVC-006|MVC-030,3,2025-04,2
MVC-C329,brachy_highrisk,Ranelagh,30-44,single,high,high,phone,"[{""species"": ""Dog"", ""breed"": ""French Bulldog"", ""age_years"": 2.9, ""brachycephalic"": true, ""senior"": false}]",1,MVC-060|MVC-042,10,2026-07,3
MVC-C330,time_poor_professional,Portobello,30-44,family_with_kids,medium,low,walk-in,"[{""species"": ""Rabbit"", ""breed"": ""Mini Lop"", ""age_years"": 7.2, ""brachycephalic"": false, ""senior"": true}]",1,MVC-030|MVC-006|MVC-094|MVC-025|MVC-003|MVC-079,7,2026-05,5
MVC-C331,new_pet,Rathgar,30-44,couple,low,low,phone,"[{""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 0.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-079|MVC-036|MVC-053|MVC-030|MVC-016|MVC-012,3,2026-07,5
MVC-C332,budget_stretched,Portobello,30-44,couple,low,high,phone,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 1.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-085|MVC-092|MVC-032|MVC-023|MVC-014,5,2026-04,3
MVC-C333,senior_pet,Portobello,60+,couple,medium,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Springer Spaniel"", ""age_years"": 12.5, ""brachycephalic"": false, ""senior"": true}]",1,MVC-014|MVC-047|MVC-021|MVC-060,11,2026-05,4
MVC-C334,multi_pet,Rathgar,18-29,single,low,low,phone,"[{""species"": ""Rabbit"", ""breed"": ""Mini Lop"", ""age_years"": 8.5, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 2.0, ""brachycephalic"": false, ""senior"": false}]",2,MVC-033|MVC-024|MVC-079|MVC-076|MVC-015|MVC-027,8,2026-07,5
MVC-C335,senior_pet,Dartry,30-44,single,high,low,walk-in,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 9.9, ""brachycephalic"": false, ""senior"": true}]",1,MVC-043|MVC-001|MVC-008,10,2026-06,3
MVC-C336,brachy_highrisk,Dartry,30-44,single,medium,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Shih Tzu"", ""age_years"": 5.7, ""brachycephalic"": true, ""senior"": false}]",1,MVC-001|MVC-088|MVC-050|MVC-060|MVC-039,5,2026-07,5
MVC-C337,time_poor_professional,Clonskeagh,60+,single,low,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Golden Retriever"", ""age_years"": 5.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-039|MVC-028,5,2026-04,3
MVC-C338,brachy_highrisk,Dartry,18-29,family_with_kids,medium,low,phone,"[{""species"": ""Dog"", ""breed"": ""Boxer"", ""age_years"": 2.1, ""brachycephalic"": true, ""senior"": false}]",1,MVC-001|MVC-067,10,2026-05,3
MVC-C339,brachy_highrisk,Rathgar,18-29,single,low,high,web,"[{""species"": ""Dog"", ""breed"": ""Cavalier King Charles Spaniel"", ""age_years"": 11.0, ""brachycephalic"": true, ""senior"": true}]",1,MVC-060|MVC-051|MVC-092|MVC-014|MVC-049|MVC-004,5,2026-06,4
MVC-C340,time_poor_professional,Donnybrook,45-59,family_with_kids,medium,low,web,"[{""species"": ""Small mammal"", ""breed"": ""Hamster"", ""age_years"": 2.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-083|MVC-013,2,2026-06,5
MVC-C341,lapsed,Dartry,45-59,couple,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 1.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-092|MVC-028,2,2025-04,3
MVC-C342,budget_stretched,Donnybrook,45-59,shared_house,medium,high,walk-in,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 10.6, ""brachycephalic"": false, ""senior"": true}]",1,MVC-018|MVC-005,2,2026-04,3
MVC-C343,senior_pet,Rathmines,30-44,family_with_kids,medium,medium,web,"[{""species"": ""Bird"", ""breed"": ""Canary"", ""age_years"": 15.1, ""brachycephalic"": false, ""senior"": true}]",1,MVC-007|MVC-084,12,2026-07,5
MVC-C344,new_pet,Rathgar,60+,couple,medium,medium,walk-in,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 0.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-034|MVC-021|MVC-031|MVC-010|MVC-028,6,2026-07,4
MVC-C345,new_pet,Donnybrook,45-59,family_with_kids,medium,high,web,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 1.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-081|MVC-029|MVC-057|MVC-035|MVC-015,5,2026-06,5
MVC-C346,senior_pet,Rathmines,30-44,single,high,high,phone,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 13.4, ""brachycephalic"": false, ""senior"": true}]",1,MVC-024|MVC-002|MVC-040|MVC-044|MVC-005|MVC-066,8,2026-06,4
MVC-C347,senior_pet,Rathmines,30-44,family_with_kids,medium,medium,walk-in,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 12.5, ""brachycephalic"": false, ""senior"": true}]",1,MVC-066|MVC-044,5,2026-06,5
MVC-C348,brachy_highrisk,Rathmines,30-44,single,medium,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Boxer"", ""age_years"": 7.3, ""brachycephalic"": true, ""senior"": false}]",1,MVC-010|MVC-041|MVC-051,5,2026-06,3
MVC-C349,new_pet,Milltown,18-29,couple,high,medium,web,"[{""species"": ""Cat"", ""breed"": ""British Shorthair"", ""age_years"": 0.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-020|MVC-022,3,2026-06,4
MVC-C350,new_pet,Rathmines,30-44,family_with_kids,medium,high,web,"[{""species"": ""Small mammal"", ""breed"": ""Hamster"", ""age_years"": 0.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-013|MVC-083,5,2026-06,5
MVC-C351,new_pet,Ranelagh,30-44,single,medium,medium,walk-in,"[{""species"": ""Dog"", ""breed"": ""Springer Spaniel"", ""age_years"": 1.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-031|MVC-034,2,2026-06,4
MVC-C352,multi_pet,Dartry,30-44,family_with_kids,high,medium,walk-in,"[{""species"": ""Cat"", ""breed"": ""Domestic longhair"", ""age_years"": 9.3, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Dog"", ""breed"": ""Cavapoo"", ""age_years"": 3.1, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 5.9, ""brachycephalic"": false, ""senior"": false}]",3,MVC-018|MVC-010|MVC-043|MVC-075,4,2026-06,3
MVC-C353,new_pet,Rathmines,30-44,single,medium,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 1.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-019|MVC-034|MVC-031|MVC-037,2,2026-07,3
MVC-C354,lapsed,Ranelagh,60+,family_with_kids,low,low,web,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 1.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-033|MVC-093|MVC-027|MVC-024,2,2025-06,2
MVC-C355,budget_stretched,Milltown,30-44,single,medium,high,web,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 2.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-029|MVC-024|MVC-009|MVC-093,7,2026-04,2
MVC-C356,new_pet,Milltown,30-44,single,high,high,phone,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 1.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-027|MVC-020|MVC-029|MVC-081|MVC-038|MVC-009,2,2026-07,3
MVC-C357,brachy_highrisk,Ranelagh,30-44,family_with_kids,high,low,walk-in,"[{""species"": ""Dog"", ""breed"": ""Shih Tzu"", ""age_years"": 3.7, ""brachycephalic"": true, ""senior"": false}]",1,MVC-008|MVC-023|MVC-049|MVC-004|MVC-092|MVC-010,5,2026-06,3
MVC-C358,brachy_highrisk,Rathgar,30-44,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Cavalier King Charles Spaniel"", ""age_years"": 3.9, ""brachycephalic"": true, ""senior"": false}]",1,MVC-063|MVC-092|MVC-001|MVC-010|MVC-041,4,2026-05,5
MVC-C359,brachy_highrisk,Clonskeagh,45-59,single,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Bulldog"", ""age_years"": 10.2, ""brachycephalic"": true, ""senior"": true}]",1,MVC-055|MVC-001|MVC-092,4,2026-07,3
MVC-C360,brachy_highrisk,Ranelagh,60+,family_with_kids,high,high,phone,"[{""species"": ""Dog"", ""breed"": ""Pug"", ""age_years"": 8.2, ""brachycephalic"": true, ""senior"": false}]",1,MVC-067|MVC-056|MVC-060|MVC-001,8,2026-06,5
MVC-C361,lapsed,Rathmines,30-44,couple,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 9.3, ""brachycephalic"": false, ""senior"": true}]",1,MVC-031|MVC-008|MVC-010|MVC-032,1,2025-01,3
MVC-C362,new_pet,Rathgar,45-59,family_with_kids,high,low,phone,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 0.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-019|MVC-023,6,2026-05,3
MVC-C363,lapsed,Terenure,30-44,couple,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Springer Spaniel"", ""age_years"": 9.8, ""brachycephalic"": false, ""senior"": true}]",1,MVC-004|MVC-092|MVC-010|MVC-001,2,2025-04,3
MVC-C364,time_poor_professional,Harold's Cross,60+,single,high,high,web,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 6.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-044|MVC-029|MVC-048|MVC-024|MVC-018,8,2026-07,5
MVC-C365,multi_pet,Portobello,18-29,couple,medium,low,web,"[{""species"": ""Rabbit"", ""breed"": ""Mini Lop"", ""age_years"": 7.7, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 8.6, ""brachycephalic"": false, ""senior"": false}]",2,MVC-032|MVC-039,6,2026-03,5
MVC-C366,budget_stretched,Ranelagh,45-59,couple,low,high,phone,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 7.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-028|MVC-010,7,2026-07,3
MVC-C367,time_poor_professional,Clonskeagh,30-44,single,medium,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Beagle"", ""age_years"": 9.1, ""brachycephalic"": false, ""senior"": true}]",1,MVC-026|MVC-004|MVC-092|MVC-028|MVC-023,4,2026-03,3
MVC-C368,brachy_highrisk,Rathmines,60+,single,high,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Shih Tzu"", ""age_years"": 9.5, ""brachycephalic"": true, ""senior"": true}]",1,MVC-004|MVC-054|MVC-067|MVC-088|MVC-001|MVC-092,12,2026-06,3
MVC-C369,time_poor_professional,Rathmines,30-44,family_with_kids,high,high,web,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 9.6, ""brachycephalic"": false, ""senior"": true}]",1,MVC-004|MVC-070|MVC-045|MVC-023,8,2026-04,3
MVC-C370,time_poor_professional,Rathmines,60+,couple,medium,low,phone,"[{""species"": ""Cat"", ""breed"": ""Domestic longhair"", ""age_years"": 9.4, ""brachycephalic"": false, ""senior"": true}]",1,MVC-076|MVC-011|MVC-015|MVC-005|MVC-048,6,2026-07,5
MVC-C371,budget_stretched,Clonskeagh,60+,couple,low,high,phone,"[{""species"": ""Cat"", ""breed"": ""Domestic longhair"", ""age_years"": 7.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-009|MVC-005,8,2026-05,3
MVC-C372,anxious_first_timer,Dartry,30-44,couple,medium,medium,walk-in,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 9.8, ""brachycephalic"": false, ""senior"": true}]",1,MVC-031|MVC-014|MVC-008|MVC-032|MVC-010,8,2026-07,4
MVC-C373,time_poor_professional,Donnybrook,45-59,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Cavapoo"", ""age_years"": 6.7, ""brachycephalic"": false, ""senior"": false}]",1,MVC-023|MVC-041|MVC-010|MVC-043|MVC-046,2,2026-07,3
MVC-C374,senior_pet,Rathgar,30-44,single,medium,high,walk-in,"[{""species"": ""Cat"", ""breed"": ""Domestic longhair"", ""age_years"": 13.6, ""brachycephalic"": false, ""senior"": true}]",1,MVC-093|MVC-061|MVC-009|MVC-005|MVC-002|MVC-064,9,2026-07,5
MVC-C375,brachy_highrisk,Terenure,18-29,single,low,low,phone,"[{""species"": ""Dog"", ""breed"": ""Shih Tzu"", ""age_years"": 2.1, ""brachycephalic"": true, ""senior"": false}]",1,MVC-055|MVC-001|MVC-050|MVC-004|MVC-067|MVC-023,10,2026-05,4
MVC-C376,lapsed,Terenure,18-29,family_with_kids,low,high,phone,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 8.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-005|MVC-027,1,2025-04,3
